transaction_id,timestamp,amount,hour_of_day,day_of_week,merchant_category,merchant_category_encoded,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount,amount_deviation,is_international,is_online,card_age_days,account_balance_ratio,cardholder_country,merchant_country,label,label_text
TXN-L00530,2024-01-12 01:00:00,103.4,15,5,Healthcare,1,0,3,32.72,-0.6479,0,0,2552,0.1794,US,CA,0,legitimate
TXN-L01886,2024-02-09 07:00:00,24.3,19,6,Retail,1,0,3,54.03,-1.8135,0,0,563,0.488,AU,CA,0,legitimate
TXN-L00681,2024-01-15 04:30:00,17.65,17,1,Food & Dining,5,0,5,22.88,0.6315,0,1,3190,0.106,US,US,0,legitimate
TXN-L03794,2024-03-20 01:00:00,55.03,13,3,Education,5,0,4,47.42,0.0326,1,0,2580,0.0042,UK,US,0,legitimate
TXN-L03944,2024-03-23 04:00:00,36.15,10,6,Education,1,2,5,168.44,-1.9567,0,0,2585,0.1774,US,US,0,legitimate
TXN-L04666,2024-04-07 05:00:00,28.74,11,3,Travel,6,0,5,445.76,2.1374,0,0,1013,0.4111,CA,US,0,legitimate
TXN-L02018,2024-02-12 01:00:00,103.07,21,5,Education,1,1,4,30.78,0.9647,0,0,2186,0.3378,CA,US,0,legitimate
TXN-L01096,2024-01-23 20:00:00,59.06,18,6,Retail,1,1,7,99.53,-0.6455,0,0,1081,0.3722,US,US,0,legitimate
TXN-L00829,2024-01-18 06:30:00,41.19,11,5,Education,1,1,6,21.67,-2.044,0,0,2946,0.4442,US,CA,0,legitimate
TXN-L02805,2024-02-28 10:30:00,9.24,14,5,Entertainment,3,0,3,94.21,0.0735,0,0,2082,0.1401,UK,US,0,legitimate
TXN-L03829,2024-03-20 18:30:00,88.31,17,1,Food & Dining,0,1,4,40.97,-0.1455,0,1,2453,0.1757,AU,US,0,legitimate
TXN-L04381,2024-04-01 06:30:00,65.12,19,4,Utilities,5,1,9,32.94,0.6605,0,1,875,0.5939,US,CA,0,legitimate
TXN-L03891,2024-03-22 01:30:00,97.77,17,6,Healthcare,0,1,7,37.15,-0.6966,0,1,730,0.1185,US,UK,0,legitimate
TXN-L00764,2024-01-16 22:00:00,172.31,18,0,Education,1,2,5,28.76,-1.5782,0,0,1200,0.1191,UK,US,0,legitimate
TXN-L02767,2024-02-27 15:30:00,86.03,16,1,Travel,3,0,4,377.37,-1.8496,0,1,1272,0.3661,CA,US,0,legitimate
TXN-L04328,2024-03-31 04:00:00,298.7,20,4,Healthcare,6,0,9,51.04,-0.5246,0,0,3293,0.2425,AU,US,0,legitimate
TXN-L03295,2024-03-09 15:30:00,18.63,13,1,Entertainment,1,3,2,125.04,-0.4699,0,1,1849,0.0275,UK,US,0,legitimate
TXN-L02194,2024-02-15 17:00:00,66.0,20,4,Travel,0,1,9,39.5,-0.2327,0,1,3441,0.1892,UK,UK,0,legitimate
TXN-L02357,2024-02-19 02:30:00,63.02,15,5,Food & Dining,1,1,2,31.15,0.1467,0,1,438,0.4631,US,US,0,legitimate
TXN-L03425,2024-03-12 08:30:00,158.21,20,1,Utilities,0,0,4,92.79,0.3953,0,0,914,0.4354,US,US,0,legitimate
TXN-L03979,2024-03-23 21:30:00,19.11,12,2,Travel,2,0,5,40.13,0.4344,0,1,2776,0.0693,UK,US,0,legitimate
TXN-L00911,2024-01-19 23:30:00,67.98,13,3,Entertainment,0,1,4,256.38,-0.1426,1,0,1870,0.2396,US,US,0,legitimate
TXN-L03145,2024-03-06 12:30:00,87.36,8,2,Healthcare,1,1,4,254.41,0.862,0,0,1573,0.4249,US,US,0,legitimate
TXN-L00999,2024-01-21 19:30:00,96.79,8,6,Utilities,0,1,3,135.85,0.086,0,1,2351,0.4818,US,US,0,legitimate
TXN-L03653,2024-03-17 02:30:00,23.91,10,0,Food & Dining,3,0,5,208.32,-0.4644,0,1,3054,0.5635,CA,UK,0,legitimate
TXN-L02483,2024-02-21 17:30:00,25.36,9,6,Travel,2,2,3,30.48,0.678,0,1,2037,0.4918,US,UK,0,legitimate
TXN-L04076,2024-03-25 22:00:00,37.97,16,6,Entertainment,5,1,5,50.43,-2.0997,1,0,1166,0.2432,AU,US,0,legitimate
TXN-L02370,2024-02-19 09:00:00,46.72,10,1,Food & Dining,4,2,4,67.29,-2.2473,0,1,2325,0.1329,CA,CA,0,legitimate
TXN-F00088,2024-01-08 08:00:00,2777.55,23,1,Crypto Exchange,7,5,25,22.71,4.2638,1,1,87,0.8296,UK,PH,1,fraud
TXN-L00033,2024-01-01 16:30:00,18.96,19,3,Food & Dining,4,0,5,141.47,-0.6948,0,0,2550,0.4113,UK,US,0,legitimate
TXN-L03789,2024-03-19 22:30:00,200.99,12,1,Healthcare,0,0,3,19.9,2.0884,1,0,2076,0.2683,US,US,0,legitimate
TXN-L01020,2024-01-22 06:00:00,92.1,8,0,Healthcare,5,1,7,127.65,-0.0318,1,0,2925,0.2567,US,US,0,legitimate
TXN-L01647,2024-02-04 07:30:00,146.31,10,6,Retail,5,2,6,68.92,0.4677,0,1,1605,0.1638,AU,UK,0,legitimate
TXN-L00733,2024-01-16 06:30:00,9.95,15,5,Entertainment,5,1,2,17.54,-0.1492,0,1,1818,0.5653,US,CA,0,legitimate
TXN-L04582,2024-04-05 11:00:00,54.27,19,3,Travel,5,2,4,100.09,0.4091,0,0,2786,0.3996,AU,US,0,legitimate
TXN-L03274,2024-03-09 05:00:00,21.84,12,5,Food & Dining,0,1,3,184.67,0.2198,0,0,2985,0.5998,US,US,0,legitimate
TXN-L01620,2024-02-03 18:00:00,61.15,21,4,Food & Dining,6,0,3,25.1,-0.3954,0,0,2894,0.485,US,CA,0,legitimate
TXN-L03135,2024-03-06 07:30:00,85.03,12,3,Travel,0,1,6,97.07,-0.009,0,0,790,0.4279,US,UK,0,legitimate
TXN-L02689,2024-02-26 00:30:00,100.73,15,6,Education,4,0,6,94.39,-0.4003,0,0,2029,0.305,US,UK,0,legitimate
TXN-L02707,2024-02-26 09:30:00,55.92,11,1,Utilities,3,2,6,171.98,-0.1232,0,0,1575,0.38,US,US,0,legitimate
TXN-L00297,2024-01-07 04:30:00,74.24,9,6,Travel,6,3,6,30.14,-0.6948,0,1,3122,0.2649,UK,US,0,legitimate
TXN-L02339,2024-02-18 17:30:00,28.21,19,3,Healthcare,3,1,1,38.24,1.8134,0,0,1234,0.5295,US,US,0,legitimate
TXN-L00653,2024-01-14 14:30:00,18.06,8,2,Education,0,0,3,15.27,-0.3625,0,0,3372,0.4225,UK,CA,0,legitimate
TXN-L03774,2024-03-19 15:00:00,9.29,15,2,Education,5,0,3,35.41,1.8028,0,0,3187,0.0346,UK,US,0,legitimate
TXN-L01255,2024-01-27 03:30:00,16.29,9,6,Food & Dining,4,0,5,67.07,2.6179,0,0,533,0.3788,AU,US,0,legitimate
TXN-L04520,2024-04-04 04:00:00,33.53,17,3,Retail,1,2,8,40.16,0.7774,0,0,204,0.5299,US,UK,0,legitimate
TXN-L00230,2024-01-05 19:00:00,26.3,18,0,Travel,3,3,5,47.01,0.5722,0,1,1494,0.466,UK,US,0,legitimate
TXN-L03276,2024-03-09 06:00:00,175.95,10,6,Healthcare,4,1,4,28.68,-0.4066,0,0,835,0.2346,US,US,0,legitimate
TXN-L03230,2024-03-08 07:00:00,35.95,16,5,Retail,1,0,4,96.53,0.426,0,1,562,0.5432,CA,CA,0,legitimate
TXN-L00691,2024-01-15 09:30:00,174.05,16,1,Retail,1,2,6,761.9,-0.726,0,1,3554,0.0853,US,US,0,legitimate
TXN-L02754,2024-02-27 09:00:00,50.71,17,3,Entertainment,2,0,7,69.88,1.175,0,0,1747,0.5919,AU,CA,0,legitimate
TXN-F00113,2024-01-10 10:00:00,22814.02,3,3,Crypto Exchange,8,3,23,36.44,-0.49,1,0,78,0.8758,UK,RU,1,fraud
TXN-L00969,2024-01-21 04:30:00,13.06,14,2,Retail,6,0,9,120.48,-1.7934,1,0,2371,0.0318,CA,US,0,legitimate
TXN-L00633,2024-01-14 04:30:00,35.63,10,2,Utilities,5,2,6,285.75,-0.3215,0,0,625,0.4426,US,CA,0,legitimate
TXN-L04092,2024-03-26 06:00:00,48.74,14,6,Retail,6,0,8,52.75,-0.9144,0,1,503,0.3665,UK,CA,0,legitimate
TXN-L04077,2024-03-25 22:30:00,7.33,16,2,Education,1,3,1,124.31,-1.2991,0,1,1284,0.3112,US,US,0,legitimate
TXN-L01321,2024-01-28 12:30:00,92.73,11,1,Entertainment,3,1,2,11.78,-0.1068,0,1,3113,0.107,UK,US,0,legitimate
TXN-L01831,2024-02-08 03:30:00,68.94,9,0,Utilities,1,2,2,22.74,-0.8051,1,0,861,0.1263,UK,US,0,legitimate
TXN-L02178,2024-02-15 09:00:00,413.07,9,2,Healthcare,0,0,6,29.43,-1.4798,0,0,467,0.4671,US,US,0,legitimate
TXN-L01417,2024-01-30 12:30:00,71.42,13,2,Utilities,2,1,6,35.2,0.5333,0,0,3418,0.3953,US,US,0,legitimate
TXN-L01782,2024-02-07 03:00:00,12.13,21,3,Entertainment,5,1,10,41.55,0.0278,0,0,1643,0.2447,US,US,0,legitimate
TXN-L04715,2024-04-08 05:30:00,52.57,10,3,Utilities,3,1,6,34.43,-0.2569,0,0,2805,0.2268,US,US,0,legitimate
TXN-L04701,2024-04-07 22:30:00,12.87,19,6,Retail,5,0,5,75.23,0.557,0,1,913,0.0718,CA,US,0,legitimate
TXN-L04118,2024-03-26 19:00:00,34.65,14,3,Utilities,1,2,8,41.35,0.6745,0,0,1049,0.4602,US,CA,0,legitimate
TXN-L01652,2024-02-04 10:00:00,66.31,19,3,Healthcare,4,1,7,18.21,0.6611,0,1,3412,0.3405,US,UK,0,legitimate
TXN-L01483,2024-01-31 21:30:00,36.61,10,3,Education,2,3,8,137.36,-1.6683,0,1,474,0.4133,US,US,0,legitimate
TXN-L02275,2024-02-17 09:30:00,18.43,20,4,Education,1,1,5,34.65,-0.0686,0,0,1516,0.2837,US,UK,0,legitimate
TXN-L00877,2024-01-19 06:30:00,68.29,14,5,Retail,0,0,8,58.44,-1.207,0,1,1018,0.4884,US,US,0,legitimate
TXN-L03525,2024-03-14 10:30:00,16.88,9,0,Travel,0,2,5,44.82,0.0667,1,0,2038,0.1478,CA,US,0,legitimate
TXN-L02016,2024-02-12 00:00:00,41.91,20,1,Retail,6,2,4,45.64,0.4036,0,1,2609,0.1363,AU,US,0,legitimate
TXN-L00426,2024-01-09 21:00:00,20.8,13,6,Healthcare,6,1,5,109.46,-0.8021,0,0,800,0.5745,US,CA,0,legitimate
TXN-L00626,2024-01-14 01:00:00,20.3,18,1,Food & Dining,0,3,3,134.42,1.5293,0,0,2667,0.0872,UK,UK,0,legitimate
TXN-L01589,2024-02-03 02:30:00,59.51,20,3,Entertainment,4,1,4,65.38,0.7772,0,1,2524,0.0807,US,US,0,legitimate
TXN-L02223,2024-02-16 07:30:00,45.55,17,2,Education,3,2,4,24.67,-0.3141,0,0,3604,0.2018,CA,US,0,legitimate
TXN-L02217,2024-02-16 04:30:00,51.1,13,2,Retail,5,0,1,219.41,-0.3501,0,0,2208,0.2691,US,US,0,legitimate
TXN-L04483,2024-04-03 09:30:00,94.95,18,0,Food & Dining,0,0,4,92.99,-0.3897,0,0,1150,0.4059,AU,US,0,legitimate
TXN-L01485,2024-01-31 22:30:00,138.74,17,3,Entertainment,2,0,6,57.34,-0.5569,0,1,1028,0.3857,UK,US,0,legitimate
TXN-L01739,2024-02-06 05:30:00,302.06,17,3,Utilities,2,1,5,4.48,0.2894,0,0,283,0.1126,UK,US,0,legitimate
TXN-L02480,2024-02-21 16:00:00,29.79,11,2,Utilities,1,1,4,62.64,-0.4552,0,0,3251,0.4179,UK,US,0,legitimate
TXN-L02584,2024-02-23 20:00:00,163.44,15,6,Healthcare,2,1,7,24.17,-0.6202,0,1,518,0.1419,US,US,0,legitimate
TXN-L02893,2024-03-01 06:30:00,67.72,14,5,Retail,3,1,3,7.0,0.7604,0,0,1033,0.554,CA,US,0,legitimate
TXN-L00149,2024-01-04 02:30:00,73.48,15,6,Entertainment,6,1,2,24.99,-0.1785,0,0,3377,0.1204,US,US,0,legitimate
TXN-L00676,2024-01-15 02:00:00,17.98,13,3,Retail,4,2,3,70.68,-1.1848,0,1,3613,0.2749,AU,CA,0,legitimate
TXN-L01261,2024-01-27 06:30:00,58.91,11,2,Entertainment,5,3,4,53.48,1.76,0,0,614,0.1612,UK,US,0,legitimate
TXN-F00167,2024-01-14 22:00:00,1922.18,3,3,Jewelry,7,8,13,33.45,6.1082,1,1,13,0.8479,UK,PH,1,fraud
TXN-L00012,2024-01-01 06:00:00,69.54,9,5,Travel,0,2,6,67.95,-0.1443,0,0,3261,0.3211,US,US,0,legitimate
TXN-L01833,2024-02-08 04:30:00,72.76,18,2,Travel,6,0,7,24.17,-0.8274,0,0,683,0.4256,US,US,0,legitimate
TXN-L03248,2024-03-08 16:00:00,68.65,8,0,Travel,1,0,8,135.56,-0.1505,0,0,928,0.5105,UK,US,0,legitimate
TXN-L01491,2024-02-01 01:30:00,705.0,9,4,Healthcare,6,0,2,27.74,0.6652,0,0,801,0.4729,UK,CA,0,legitimate
TXN-L02727,2024-02-26 19:30:00,208.82,16,5,Food & Dining,5,2,4,20.98,-1.2116,0,0,1900,0.1653,CA,UK,0,legitimate
TXN-L03686,2024-03-17 19:00:00,655.36,11,4,Education,5,2,5,54.7,2.4626,0,0,2779,0.0304,US,US,0,legitimate
TXN-L01424,2024-01-30 16:00:00,19.21,19,0,Education,4,0,3,65.92,0.842,0,1,1308,0.5189,US,US,0,legitimate
TXN-L04605,2024-04-05 22:30:00,42.37,21,6,Education,2,0,7,390.32,-1.9991,0,1,1857,0.4123,CA,US,0,legitimate
TXN-L04595,2024-04-05 17:30:00,63.95,9,4,Travel,3,0,4,71.42,-0.7058,0,0,2207,0.0364,CA,UK,0,legitimate
TXN-L00731,2024-01-16 05:30:00,20.52,21,3,Healthcare,3,0,2,13.43,-0.3676,0,0,673,0.4605,AU,US,0,legitimate
TXN-L01231,2024-01-26 15:30:00,13.88,10,5,Retail,6,2,6,10.85,-0.0203,0,0,1989,0.4291,US,UK,0,legitimate
TXN-L01634,2024-02-04 01:00:00,39.06,15,4,Travel,0,0,4,256.91,1.0539,0,1,3001,0.2751,US,CA,0,legitimate
TXN-L03936,2024-03-23 00:00:00,190.47,20,3,Entertainment,3,1,4,59.46,1.8077,0,0,868,0.2072,US,UK,0,legitimate
TXN-L01210,2024-01-26 05:00:00,15.74,8,3,Education,5,1,6,176.64,0.763,0,1,626,0.4247,US,UK,0,legitimate
TXN-L03268,2024-03-09 02:00:00,68.82,19,4,Travel,2,2,2,41.79,0.3309,0,0,2957,0.5099,UK,US,0,legitimate
TXN-L01934,2024-02-10 07:00:00,768.43,21,5,Travel,6,1,4,130.02,-1.0213,0,0,2629,0.0288,US,US,0,legitimate
TXN-L00553,2024-01-12 12:30:00,70.42,15,3,Healthcare,2,3,6,22.33,0.3805,0,0,350,0.3246,US,CA,0,legitimate
TXN-L00491,2024-01-11 05:30:00,239.83,18,1,Retail,3,0,4,67.28,-0.9548,0,0,638,0.5174,US,CA,0,legitimate
TXN-L02962,2024-03-02 17:00:00,32.17,20,0,Healthcare,1,1,2,84.8,0.5135,0,1,3482,0.0414,US,UK,0,legitimate
TXN-L02329,2024-02-18 12:30:00,127.63,17,0,Education,4,2,1,67.92,-0.6026,0,0,1829,0.1025,AU,US,0,legitimate
TXN-L02195,2024-02-15 17:30:00,28.16,8,4,Utilities,6,1,3,30.87,1.7235,0,0,2922,0.4211,US,US,0,legitimate
TXN-L03064,2024-03-04 20:00:00,12.01,12,3,Retail,1,0,6,105.84,1.6035,0,0,3285,0.3566,US,US,0,legitimate
TXN-L00657,2024-01-14 16:30:00,53.3,21,0,Utilities,4,1,7,40.48,-0.5226,0,0,319,0.1313,US,US,0,legitimate
TXN-L02374,2024-02-19 11:00:00,166.9,20,3,Utilities,4,4,4,118.2,-0.2991,0,0,1891,0.3322,US,US,0,legitimate
TXN-L02225,2024-02-16 08:30:00,204.65,8,4,Retail,2,0,5,59.14,0.0795,0,1,2419,0.1056,US,US,0,legitimate
TXN-L04264,2024-03-29 20:00:00,51.43,19,5,Education,6,1,1,162.5,0.0743,0,0,2245,0.4626,UK,US,0,legitimate
TXN-L01170,2024-01-25 09:00:00,116.62,18,1,Healthcare,0,3,3,70.34,0.8648,0,1,3486,0.296,US,US,0,legitimate
TXN-L00132,2024-01-03 18:00:00,18.87,17,5,Retail,0,1,6,120.11,-0.7288,0,1,1297,0.3067,US,US,0,legitimate
TXN-L00471,2024-01-10 19:30:00,5.46,10,6,Retail,5,0,6,35.82,0.2251,0,0,597,0.5561,UK,US,0,legitimate
TXN-L03225,2024-03-08 04:30:00,20.33,14,4,Food & Dining,1,3,7,30.54,-1.0097,0,0,338,0.296,US,CA,0,legitimate
TXN-L01405,2024-01-30 06:30:00,25.62,17,3,Utilities,0,1,8,58.93,-1.4412,0,1,2025,0.4611,UK,US,0,legitimate
TXN-L02876,2024-02-29 22:00:00,21.4,12,6,Retail,6,1,1,8.01,0.8583,0,1,1625,0.0228,US,US,0,legitimate
TXN-L04504,2024-04-03 20:00:00,44.08,16,2,Healthcare,1,2,5,15.29,0.97,0,0,1203,0.1027,CA,UK,0,legitimate
TXN-L04692,2024-04-07 18:00:00,141.36,12,6,Food & Dining,3,3,5,58.33,0.919,0,0,1735,0.3883,UK,US,0,legitimate
TXN-L02826,2024-02-28 21:00:00,189.97,17,3,Education,3,1,6,70.52,-0.0674,0,1,635,0.4725,UK,CA,0,legitimate
TXN-L00287,2024-01-06 23:30:00,98.33,10,6,Utilities,0,1,2,95.37,2.3041,0,1,2604,0.3804,US,US,0,legitimate
TXN-L01869,2024-02-08 22:30:00,36.2,19,1,Healthcare,0,0,4,44.17,0.9161,0,0,1647,0.0416,US,US,0,legitimate
TXN-L03114,2024-03-05 21:00:00,80.56,20,1,Education,6,3,4,34.31,0.1014,0,0,1162,0.0625,US,US,0,legitimate
TXN-L03625,2024-03-16 12:30:00,21.16,17,3,Retail,4,1,4,58.06,1.006,0,0,838,0.5616,US,UK,0,legitimate
TXN-L02312,2024-02-18 04:00:00,68.72,16,5,Travel,1,0,7,40.65,0.4108,0,1,3648,0.3557,CA,US,0,legitimate
TXN-F00173,2024-01-15 10:00:00,322.22,2,2,Crypto Exchange,8,7,15,337.88,0.6296,0,1,34,0.8368,US,RU,1,fraud
TXN-L01618,2024-02-03 17:00:00,35.65,16,3,Travel,2,2,13,35.68,1.3201,0,0,1746,0.1908,AU,US,0,legitimate
TXN-L00994,2024-01-21 17:00:00,20.05,13,6,Travel,1,3,5,20.7,0.0554,0,0,3245,0.4461,AU,US,0,legitimate
TXN-L01803,2024-02-07 13:30:00,12.02,18,0,Utilities,2,0,11,20.64,-0.0404,0,0,1781,0.5054,US,UK,0,legitimate
TXN-L02642,2024-02-25 01:00:00,23.39,13,3,Utilities,2,1,6,288.01,-0.5474,0,0,1822,0.1059,US,US,0,legitimate
TXN-F00052,2024-01-05 08:00:00,227.06,0,3,Crypto Exchange,8,8,19,59.16,3.0227,1,1,72,0.8699,UK,RU,1,fraud
TXN-L03535,2024-03-14 15:30:00,268.93,19,5,Healthcare,2,1,2,32.13,-0.9985,1,0,3481,0.3042,US,CA,0,legitimate
TXN-F00081,2024-01-07 18:00:00,2477.88,1,6,Jewelry,7,8,10,24.17,6.1829,1,1,41,0.8649,US,VN,1,fraud
TXN-L03911,2024-03-22 11:30:00,67.93,14,6,Retail,6,1,6,120.53,-0.6244,0,0,2683,0.5926,CA,CA,0,legitimate
TXN-L02107,2024-02-13 21:30:00,103.38,16,1,Utilities,5,4,3,37.65,0.2311,0,0,1462,0.2147,US,US,0,legitimate
TXN-L03044,2024-03-04 10:00:00,111.57,8,4,Education,5,1,4,64.14,1.7677,0,1,1791,0.5722,US,US,0,legitimate
TXN-L00416,2024-01-09 16:00:00,257.53,10,4,Travel,6,3,4,16.18,0.5791,0,0,2289,0.3782,UK,US,0,legitimate
TXN-L00977,2024-01-21 08:30:00,4.84,21,0,Entertainment,3,1,3,153.69,1.1924,0,0,2469,0.136,US,UK,0,legitimate
TXN-L02417,2024-02-20 08:30:00,76.75,11,2,Retail,0,1,7,48.22,-1.6121,0,0,1663,0.0601,AU,US,0,legitimate
TXN-L00505,2024-01-11 12:30:00,33.54,8,5,Education,1,3,3,74.11,1.3942,0,0,1725,0.1047,US,US,0,legitimate
TXN-L04152,2024-03-27 12:00:00,59.51,20,1,Utilities,5,0,2,40.87,-1.103,0,1,1883,0.5607,US,CA,0,legitimate
TXN-L04255,2024-03-29 15:30:00,153.77,12,1,Travel,4,0,5,103.82,0.2451,0,0,3348,0.5102,US,US,0,legitimate
TXN-L03941,2024-03-23 02:30:00,186.83,14,6,Education,0,0,5,24.93,0.573,0,1,878,0.1111,UK,US,0,legitimate
TXN-L00414,2024-01-09 15:00:00,76.12,8,3,Education,1,0,1,135.21,-0.212,0,0,1291,0.2566,US,UK,0,legitimate
TXN-L04148,2024-03-27 10:00:00,32.63,12,4,Healthcare,6,2,4,75.15,-1.0415,0,0,2642,0.0834,US,US,0,legitimate
TXN-L01183,2024-01-25 15:30:00,11.35,17,3,Utilities,3,1,4,15.97,0.5976,0,0,235,0.1523,CA,US,0,legitimate
TXN-L00485,2024-01-11 02:30:00,13.17,9,3,Entertainment,0,0,8,36.9,-0.1272,0,0,1425,0.551,US,US,0,legitimate
TXN-L00893,2024-01-19 14:30:00,175.79,18,6,Utilities,2,0,8,184.09,-0.3364,0,0,2759,0.0672,US,UK,0,legitimate
TXN-L00805,2024-01-17 18:30:00,40.08,10,4,Utilities,3,3,5,105.92,1.3164,0,1,2753,0.3718,US,UK,0,legitimate
TXN-L00555,2024-01-12 13:30:00,36.17,15,2,Retail,0,1,4,56.86,-0.208,0,0,3368,0.5714,CA,US,0,legitimate
TXN-L03825,2024-03-20 16:30:00,176.22,8,3,Education,6,1,2,52.45,-0.7225,0,0,627,0.3714,US,US,0,legitimate
TXN-L01197,2024-01-25 22:30:00,94.87,17,0,Food & Dining,5,2,4,25.48,0.6843,0,1,2782,0.2972,CA,US,0,legitimate
TXN-L04253,2024-03-29 14:30:00,18.33,21,1,Retail,1,1,8,30.19,0.2469,1,0,747,0.0852,US,US,0,legitimate
TXN-L04058,2024-03-25 13:00:00,142.88,9,4,Utilities,3,1,11,100.13,-0.6597,0,0,3241,0.3127,CA,US,0,legitimate
TXN-L01293,2024-01-27 22:30:00,126.28,16,5,Retail,5,1,6,61.7,-0.6348,0,1,2812,0.3088,AU,UK,0,legitimate
TXN-L02221,2024-02-16 06:30:00,28.57,8,1,Education,3,1,2,66.71,-1.1709,0,0,760,0.2103,UK,US,0,legitimate
TXN-L03504,2024-03-14 00:00:00,33.06,18,4,Healthcare,0,0,4,49.7,0.3824,0,0,3381,0.0396,CA,US,0,legitimate
TXN-L03654,2024-03-17 03:00:00,63.39,9,5,Entertainment,1,1,3,50.75,0.545,0,0,228,0.4849,CA,UK,0,legitimate
TXN-F00008,2024-01-01 16:00:00,809.07,1,3,Crypto Exchange,7,12,16,39.4,4.7896,1,0,81,0.8973,US,PH,1,fraud
TXN-L03006,2024-03-03 15:00:00,88.77,10,4,Education,0,0,2,38.99,0.0619,0,0,600,0.0746,CA,US,0,legitimate
TXN-L02093,2024-02-13 14:30:00,17.48,11,4,Education,2,1,5,455.43,-0.2992,0,0,2482,0.3209,US,CA,0,legitimate
TXN-L02187,2024-02-15 13:30:00,41.82,17,2,Food & Dining,0,1,7,29.31,-0.6872,0,1,839,0.0809,US,CA,0,legitimate
TXN-L03036,2024-03-04 06:00:00,38.76,15,2,Utilities,1,1,5,16.53,1.8962,0,0,1496,0.4193,UK,CA,0,legitimate
TXN-L03918,2024-03-22 15:00:00,141.12,13,2,Education,1,0,4,254.61,-1.8631,0,0,1191,0.2087,AU,UK,0,legitimate
TXN-L01272,2024-01-27 12:00:00,18.31,8,3,Healthcare,4,0,4,39.4,0.3504,0,0,2547,0.3597,CA,US,0,legitimate
TXN-L00290,2024-01-07 01:00:00,44.34,18,4,Entertainment,1,3,5,97.81,1.0615,0,0,1618,0.5563,US,US,0,legitimate
TXN-F00077,2024-01-07 10:00:00,1103.65,2,1,Jewelry,8,11,18,205.78,0.9937,1,1,7,0.8873,UK,NG,1,fraud
TXN-L00252,2024-01-06 06:00:00,455.85,10,6,Entertainment,0,1,8,141.26,-0.4963,0,0,1996,0.5972,AU,UK,0,legitimate
TXN-L03245,2024-03-08 14:30:00,118.15,17,3,Travel,0,0,4,40.01,1.6997,0,1,1015,0.4944,CA,US,0,legitimate
TXN-L00350,2024-01-08 07:00:00,74.51,14,6,Food & Dining,6,0,8,14.65,-0.2842,0,1,752,0.1089,US,UK,0,legitimate
TXN-L01187,2024-01-25 17:30:00,43.61,19,5,Education,1,2,5,105.9,0.2402,0,1,623,0.5917,US,US,0,legitimate
TXN-L01961,2024-02-10 20:30:00,72.64,9,5,Food & Dining,6,2,10,46.42,-0.1803,0,0,734,0.5018,UK,US,0,legitimate
TXN-L00422,2024-01-09 19:00:00,42.57,9,4,Food & Dining,0,0,7,27.55,-0.2802,0,0,739,0.3945,US,US,0,legitimate
TXN-L00090,2024-01-02 21:00:00,60.16,17,1,Entertainment,4,0,8,51.12,-0.1852,0,0,1288,0.1263,US,US,0,legitimate
TXN-L03729,2024-03-18 16:30:00,5.39,21,1,Education,4,0,7,41.83,-0.6981,0,0,2095,0.1283,US,UK,0,legitimate
TXN-L02236,2024-02-16 14:00:00,55.38,21,5,Entertainment,1,0,2,37.46,-0.2923,0,0,3262,0.167,US,US,0,legitimate
TXN-L00670,2024-01-14 23:00:00,189.82,8,1,Healthcare,5,0,5,163.96,-0.6434,0,1,495,0.2997,UK,CA,0,legitimate
TXN-L03040,2024-03-04 08:00:00,100.51,19,6,Education,5,0,14,145.79,0.5926,0,0,2882,0.4748,UK,US,0,legitimate
TXN-L00026,2024-01-01 13:00:00,17.27,9,6,Food & Dining,3,1,4,118.22,0.2173,0,1,1585,0.1472,CA,UK,0,legitimate
TXN-L00429,2024-01-09 22:30:00,9.41,18,4,Food & Dining,2,2,9,109.51,-0.4059,0,0,236,0.1164,AU,US,0,legitimate
TXN-L00683,2024-01-15 05:30:00,89.07,19,4,Education,0,1,2,43.12,0.7656,0,0,1063,0.0746,US,CA,0,legitimate
TXN-L04463,2024-04-02 23:30:00,174.66,11,1,Education,5,1,6,35.22,-1.0261,0,1,2354,0.5846,US,US,0,legitimate
TXN-L03945,2024-03-23 04:30:00,136.11,18,3,Retail,3,3,7,67.61,0.2858,0,0,1656,0.2736,US,US,0,legitimate
TXN-L03523,2024-03-14 09:30:00,278.43,8,2,Utilities,0,1,9,22.05,1.847,0,0,1309,0.2416,UK,CA,0,legitimate
TXN-L01541,2024-02-02 02:30:00,321.26,15,0,Travel,6,0,4,73.25,-1.4937,1,0,1462,0.4599,US,CA,0,legitimate
TXN-L02031,2024-02-12 07:30:00,20.62,20,0,Retail,0,0,10,17.68,1.1604,0,0,802,0.2198,UK,US,0,legitimate
TXN-L02232,2024-02-16 12:00:00,7.61,16,0,Travel,0,0,1,64.12,1.0754,0,0,511,0.5959,US,US,0,legitimate
TXN-L04120,2024-03-26 20:00:00,29.74,8,6,Education,2,2,7,101.57,-1.2605,0,0,1130,0.5012,US,US,0,legitimate
TXN-L03235,2024-03-08 09:30:00,65.99,21,2,Retail,4,1,5,19.09,-1.0112,0,1,519,0.0791,CA,US,0,legitimate
TXN-L00254,2024-01-06 07:00:00,11.95,12,0,Food & Dining,6,0,4,49.22,-0.7469,0,0,2672,0.2272,US,UK,0,legitimate
